"","macrorregiao","mes_ano","nivel_atencao","categoria","fte_mensal","qtd_mensal"
"705","macrorregião Centro-Oeste",2009-01-01,"APS","Médico",143860,899.125
"706","macrorregião Centro-Oeste",2009-01-01,"Atenção Secundária","Enfermeiro",1752,10.95
"707","macrorregião Centro-Oeste",2009-02-01,"APS","Enfermeiro",96564,603.525
"708","macrorregião Centro-Oeste",2009-02-01,"APS","Médico",143112,894.45
"709","macrorregião Centro-Oeste",2009-02-01,"Atenção Secundária","Enfermeiro",1752,10.95
"710","macrorregião Centro-Oeste",2009-03-01,"APS","Enfermeiro",99044,619.025
"711","macrorregião Centro-Oeste",2009-03-01,"APS","Médico",144340,902.125
"712","macrorregião Centro-Oeste",2009-03-01,"Atenção Secundária","Enfermeiro",1752,10.95
"713","macrorregião Centro-Oeste",2009-04-01,"APS","Enfermeiro",100364,627.275
"714","macrorregião Centro-Oeste",2009-04-01,"APS","Médico",147704,923.15
"715","macrorregião Centro-Oeste",2009-04-01,"Atenção Secundária","Enfermeiro",1752,10.95
"716","macrorregião Centro-Oeste",2009-05-01,"APS","Enfermeiro",101460,634.125
"717","macrorregião Centro-Oeste",2009-05-01,"APS","Médico",148392,927.45
"718","macrorregião Centro-Oeste",2009-05-01,"Atenção Secundária","Enfermeiro",1752,10.95
"719","macrorregião Centro-Oeste",2009-06-01,"APS","Enfermeiro",101280,633
"720","macrorregião Centro-Oeste",2009-06-01,"APS","Médico",149812,936.325
"721","macrorregião Centro-Oeste",2009-06-01,"Atenção Secundária","Enfermeiro",1752,10.95
"722","macrorregião Centro-Oeste",2009-07-01,"APS","Enfermeiro",104440,652.75
"723","macrorregião Centro-Oeste",2009-07-01,"APS","Médico",152348,952.175
"724","macrorregião Centro-Oeste",2009-07-01,"Atenção Secundária","Enfermeiro",1752,10.95
"725","macrorregião Centro-Oeste",2009-08-01,"APS","Enfermeiro",105200,657.5
"726","macrorregião Centro-Oeste",2009-08-01,"APS","Médico",153676,960.475
"727","macrorregião Centro-Oeste",2009-08-01,"Atenção Secundária","Enfermeiro",1752,10.95
"728","macrorregião Centro-Oeste",2009-09-01,"APS","Enfermeiro",104880,655.5
"729","macrorregião Centro-Oeste",2009-09-01,"APS","Médico",157104,981.9
"730","macrorregião Centro-Oeste",2009-09-01,"Atenção Secundária","Enfermeiro",1872,11.7
"731","macrorregião Centro-Oeste",2009-10-01,"APS","Enfermeiro",104400,652.5
"732","macrorregião Centro-Oeste",2009-10-01,"APS","Médico",158208,988.8
"733","macrorregião Centro-Oeste",2009-10-01,"Atenção Secundária","Enfermeiro",1872,11.7
"734","macrorregião Centro-Oeste",2009-11-01,"APS","Enfermeiro",96856,605.35
"735","macrorregião Centro-Oeste",2009-11-01,"APS","Médico",151428,946.425
"736","macrorregião Centro-Oeste",2009-11-01,"Atenção Secundária","Enfermeiro",1872,11.7
"737","macrorregião Centro-Oeste",2009-12-01,"APS","Enfermeiro",97192,607.45
"738","macrorregião Centro-Oeste",2009-12-01,"APS","Médico",152548,953.425
"739","macrorregião Centro-Oeste",2009-12-01,"Atenção Secundária","Enfermeiro",1872,11.7
"740","macrorregião Centro-Oeste",2010-01-01,"APS","Enfermeiro",97672,610.45
"741","macrorregião Centro-Oeste",2010-01-01,"APS","Médico",155268,970.425
"742","macrorregião Centro-Oeste",2010-01-01,"Atenção Secundária","Enfermeiro",1872,11.7
"743","macrorregião Centro-Oeste",2010-02-01,"APS","Enfermeiro",98312,614.45
"744","macrorregião Centro-Oeste",2010-02-01,"APS","Médico",156444,977.775
"745","macrorregião Centro-Oeste",2010-02-01,"Atenção Secundária","Enfermeiro",1872,11.7
"746","macrorregião Centro-Oeste",2010-03-01,"APS","Enfermeiro",102552,640.95
"747","macrorregião Centro-Oeste",2010-03-01,"APS","Médico",165368,1033.55
"748","macrorregião Centro-Oeste",2010-03-01,"Atenção Secundária","Enfermeiro",1952,12.2
"749","macrorregião Centro-Oeste",2010-04-01,"APS","Enfermeiro",109192,682.45
"750","macrorregião Centro-Oeste",2010-04-01,"APS","Médico",174404,1090.025
"751","macrorregião Centro-Oeste",2010-04-01,"Atenção Secundária","Enfermeiro",1752,10.95
"752","macrorregião Centro-Oeste",2010-05-01,"APS","Enfermeiro",110464,690.4
"753","macrorregião Centro-Oeste",2010-05-01,"APS","Médico",174700,1091.875
"754","macrorregião Centro-Oeste",2010-05-01,"Atenção Secundária","Enfermeiro",1752,10.95
"755","macrorregião Centro-Oeste",2010-06-01,"APS","Enfermeiro",110464,690.4
"756","macrorregião Centro-Oeste",2010-06-01,"APS","Médico",174032,1087.7
"757","macrorregião Centro-Oeste",2010-06-01,"Atenção Secundária","Enfermeiro",1752,10.95
"758","macrorregião Centro-Oeste",2010-07-01,"APS","Enfermeiro",110208,688.8
"759","macrorregião Centro-Oeste",2010-07-01,"APS","Médico",174480,1090.5
"760","macrorregião Centro-Oeste",2010-07-01,"Atenção Secundária","Enfermeiro",1752,10.95
"761","macrorregião Centro-Oeste",2010-08-01,"APS","Enfermeiro",111528,697.05
"762","macrorregião Centro-Oeste",2010-08-01,"APS","Médico",175896,1099.35
"763","macrorregião Centro-Oeste",2010-08-01,"Atenção Secundária","Enfermeiro",1752,10.95
"764","macrorregião Centro-Oeste",2010-09-01,"APS","Enfermeiro",111624,697.65
"765","macrorregião Centro-Oeste",2010-09-01,"APS","Médico",175592,1097.45
"766","macrorregião Centro-Oeste",2010-09-01,"Atenção Secundária","Enfermeiro",1752,10.95
"767","macrorregião Centro-Oeste",2010-10-01,"APS","Enfermeiro",110664,691.65
"768","macrorregião Centro-Oeste",2010-10-01,"APS","Médico",174776,1092.35
"769","macrorregião Centro-Oeste",2010-10-01,"Atenção Secundária","Enfermeiro",1752,10.95
"770","macrorregião Centro-Oeste",2010-11-01,"APS","Enfermeiro",110824,692.65
"771","macrorregião Centro-Oeste",2010-11-01,"APS","Médico",174264,1089.15
"772","macrorregião Centro-Oeste",2010-11-01,"Atenção Secundária","Enfermeiro",1752,10.95
"773","macrorregião Centro-Oeste",2010-12-01,"APS","Enfermeiro",111204,695.025
"774","macrorregião Centro-Oeste",2010-12-01,"APS","Médico",174352,1089.7
"775","macrorregião Centro-Oeste",2010-12-01,"Atenção Secundária","Enfermeiro",1752,10.95
"776","macrorregião Centro-Oeste",2011-01-01,"APS","Enfermeiro",110232,688.95
"777","macrorregião Centro-Oeste",2011-01-01,"APS","Médico",175720,1098.25
"778","macrorregião Centro-Oeste",2011-01-01,"Atenção Secundária","Enfermeiro",1752,10.95
"779","macrorregião Centro-Oeste",2011-02-01,"APS","Enfermeiro",110392,689.95
"780","macrorregião Centro-Oeste",2011-02-01,"APS","Médico",176108,1100.675
"781","macrorregião Centro-Oeste",2011-02-01,"Atenção Secundária","Enfermeiro",1752,10.95
"782","macrorregião Centro-Oeste",2011-03-01,"APS","Enfermeiro",108752,679.7
"783","macrorregião Centro-Oeste",2011-03-01,"APS","Médico",171092,1069.325
"784","macrorregião Centro-Oeste",2011-03-01,"Atenção Secundária","Enfermeiro",1752,10.95
"785","macrorregião Centro-Oeste",2011-04-01,"APS","Enfermeiro",105876,661.725
"786","macrorregião Centro-Oeste",2011-04-01,"APS","Médico",158428,990.175
"787","macrorregião Centro-Oeste",2011-04-01,"Atenção Secundária","Enfermeiro",1752,10.95
"788","macrorregião Centro-Oeste",2011-05-01,"APS","Enfermeiro",98944,618.4
"789","macrorregião Centro-Oeste",2011-05-01,"APS","Médico",142772,892.325
"790","macrorregião Centro-Oeste",2011-05-01,"Atenção Secundária","Enfermeiro",1312,8.2
"791","macrorregião Centro-Oeste",2011-06-01,"APS","Enfermeiro",99384,621.15
"792","macrorregião Centro-Oeste",2011-06-01,"APS","Médico",142564,891.025
"793","macrorregião Centro-Oeste",2011-06-01,"Atenção Secundária","Enfermeiro",1192,7.45
"794","macrorregião Centro-Oeste",2011-07-01,"APS","Enfermeiro",100656,629.1
"795","macrorregião Centro-Oeste",2011-07-01,"APS","Médico",142940,893.375
"796","macrorregião Centro-Oeste",2011-07-01,"Atenção Secundária","Enfermeiro",1192,7.45
"797","macrorregião Centro-Oeste",2011-08-01,"APS","Enfermeiro",100200,626.25
"798","macrorregião Centro-Oeste",2011-08-01,"APS","Médico",143204,895.025
"799","macrorregião Centro-Oeste",2011-08-01,"Atenção Secundária","Enfermeiro",1192,7.45
"800","macrorregião Centro-Oeste",2011-08-01,"Atenção Secundária","Médico",30536,190.85
"801","macrorregião Centro-Oeste",2011-09-01,"APS","Enfermeiro",100160,626
"802","macrorregião Centro-Oeste",2011-09-01,"APS","Médico",145164,907.275
"803","macrorregião Centro-Oeste",2011-09-01,"Atenção Secundária","Enfermeiro",1192,7.45
"804","macrorregião Centro-Oeste",2011-09-01,"Atenção Secundária","Médico",30200,188.75
"805","macrorregião Centro-Oeste",2011-10-01,"APS","Enfermeiro",100368,627.3
"806","macrorregião Centro-Oeste",2011-10-01,"APS","Médico",146316,914.475
"807","macrorregião Centro-Oeste",2011-10-01,"Atenção Secundária","Enfermeiro",1192,7.45
"808","macrorregião Centro-Oeste",2011-10-01,"Atenção Secundária","Médico",29708,185.675
"809","macrorregião Centro-Oeste",2011-11-01,"APS","Enfermeiro",93148,582.175
"810","macrorregião Centro-Oeste",2011-11-01,"APS","Médico",128328,802.05
"811","macrorregião Centro-Oeste",2011-11-01,"Atenção Secundária","Enfermeiro",1312,8.2
"812","macrorregião Centro-Oeste",2011-11-01,"Atenção Secundária","Médico",31072,194.2
"813","macrorregião Centro-Oeste",2011-12-01,"APS","Enfermeiro",93508,584.425
"814","macrorregião Centro-Oeste",2011-12-01,"APS","Médico",129288,808.05
"815","macrorregião Centro-Oeste",2011-12-01,"Atenção Secundária","Enfermeiro",1312,8.2
"816","macrorregião Centro-Oeste",2011-12-01,"Atenção Secundária","Médico",31136,194.6
"817","macrorregião Centro-Oeste",2012-01-01,"APS","Enfermeiro",82304,514.4
"818","macrorregião Centro-Oeste",2012-01-01,"APS","Médico",100832,630.2
"819","macrorregião Centro-Oeste",2012-01-01,"Atenção Secundária","Enfermeiro",1312,8.2
"820","macrorregião Centro-Oeste",2012-01-01,"Atenção Secundária","Médico",32980,206.125
"821","macrorregião Centro-Oeste",2012-02-01,"APS","Enfermeiro",82544,515.9
"822","macrorregião Centro-Oeste",2012-02-01,"APS","Médico",101576,634.85
"823","macrorregião Centro-Oeste",2012-02-01,"Atenção Secundária","Enfermeiro",1312,8.2
"824","macrorregião Centro-Oeste",2012-02-01,"Atenção Secundária","Médico",33108,206.925
"825","macrorregião Centro-Oeste",2012-03-01,"APS","Enfermeiro",83304,520.65
"826","macrorregião Centro-Oeste",2012-03-01,"APS","Médico",100928,630.8
"827","macrorregião Centro-Oeste",2012-03-01,"Atenção Secundária","Enfermeiro",1312,8.2
"828","macrorregião Centro-Oeste",2012-03-01,"Atenção Secundária","Médico",33216,207.6
"829","macrorregião Centro-Oeste",2012-04-01,"APS","Enfermeiro",83384,521.15
"830","macrorregião Centro-Oeste",2012-04-01,"APS","Médico",101172,632.325
"831","macrorregião Centro-Oeste",2012-04-01,"Atenção Secundária","Enfermeiro",1312,8.2
"832","macrorregião Centro-Oeste",2012-04-01,"Atenção Secundária","Médico",32956,205.975
"833","macrorregião Centro-Oeste",2012-05-01,"APS","Enfermeiro",83404,521.275
"834","macrorregião Centro-Oeste",2012-05-01,"APS","Médico",101332,633.325
"835","macrorregião Centro-Oeste",2012-05-01,"Atenção Secundária","Enfermeiro",1312,8.2
"836","macrorregião Centro-Oeste",2012-05-01,"Atenção Secundária","Médico",32340,202.125
"837","macrorregião Centro-Oeste",2012-06-01,"APS","Enfermeiro",83924,524.525
"838","macrorregião Centro-Oeste",2012-06-01,"APS","Médico",102868,642.925
"839","macrorregião Centro-Oeste",2012-06-01,"Atenção Secundária","Enfermeiro",1312,8.2
"840","macrorregião Centro-Oeste",2012-06-01,"Atenção Secundária","Médico",32284,201.775
"841","macrorregião Centro-Oeste",2012-07-01,"APS","Enfermeiro",84364,527.275
"842","macrorregião Centro-Oeste",2012-07-01,"APS","Médico",99788,623.675
"843","macrorregião Centro-Oeste",2012-07-01,"Atenção Secundária","Enfermeiro",1312,8.2
"844","macrorregião Centro-Oeste",2012-07-01,"Atenção Secundária","Médico",33644,210.275
"845","macrorregião Centro-Oeste",2012-08-01,"APS","Enfermeiro",84084,525.525
"846","macrorregião Centro-Oeste",2012-08-01,"APS","Médico",100084,625.525
"847","macrorregião Centro-Oeste",2012-08-01,"Atenção Secundária","Enfermeiro",1312,8.2
"848","macrorregião Centro-Oeste",2012-08-01,"Atenção Secundária","Médico",33160,207.25
"849","macrorregião Centro-Oeste",2012-09-01,"APS","Enfermeiro",84564,528.525
"850","macrorregião Centro-Oeste",2012-09-01,"APS","Médico",99844,624.025
"851","macrorregião Centro-Oeste",2012-09-01,"Atenção Secundária","Enfermeiro",1312,8.2
"852","macrorregião Centro-Oeste",2012-09-01,"Atenção Secundária","Médico",33484,209.275
"853","macrorregião Centro-Oeste",2012-10-01,"APS","Enfermeiro",85380,533.625
"854","macrorregião Centro-Oeste",2012-10-01,"APS","Médico",100112,625.7
"855","macrorregião Centro-Oeste",2012-10-01,"Atenção Secundária","Enfermeiro",1312,8.2
"856","macrorregião Centro-Oeste",2012-10-01,"Atenção Secundária","Médico",33268,207.925
"857","macrorregião Centro-Oeste",2012-11-01,"APS","Enfermeiro",85540,534.625
"858","macrorregião Centro-Oeste",2012-11-01,"APS","Médico",1e+05,625
"859","macrorregião Centro-Oeste",2012-11-01,"Atenção Secundária","Enfermeiro",1312,8.2
"860","macrorregião Centro-Oeste",2012-11-01,"Atenção Secundária","Médico",33600,210
"861","macrorregião Centro-Oeste",2012-12-01,"APS","Enfermeiro",85860,536.625
"862","macrorregião Centro-Oeste",2012-12-01,"APS","Médico",100384,627.4
"863","macrorregião Centro-Oeste",2012-12-01,"Atenção Secundária","Enfermeiro",1312,8.2
"864","macrorregião Centro-Oeste",2012-12-01,"Atenção Secundária","Médico",33276,207.975
"865","macrorregião Centro-Oeste",2013-01-01,"APS","Enfermeiro",87336,545.85
"866","macrorregião Centro-Oeste",2013-01-01,"APS","Médico",100752,629.7
"867","macrorregião Centro-Oeste",2013-01-01,"Atenção Secundária","Enfermeiro",1312,8.2
"868","macrorregião Centro-Oeste",2013-01-01,"Atenção Secundária","Médico",33064,206.65
"869","macrorregião Centro-Oeste",2013-02-01,"APS","Enfermeiro",88648,554.05
"870","macrorregião Centro-Oeste",2013-02-01,"APS","Médico",101544,634.65
"871","macrorregião Centro-Oeste",2013-02-01,"Atenção Secundária","Enfermeiro",1352,8.45
"872","macrorregião Centro-Oeste",2013-02-01,"Atenção Secundária","Médico",33304,208.15
"873","macrorregião Centro-Oeste",2013-03-01,"APS","Enfermeiro",89048,556.55
"874","macrorregião Centro-Oeste",2013-03-01,"APS","Médico",102980,643.625
"875","macrorregião Centro-Oeste",2013-03-01,"Atenção Secundária","Enfermeiro",1472,9.2
"876","macrorregião Centro-Oeste",2013-03-01,"Atenção Secundária","Médico",33732,210.825
"877","macrorregião Centro-Oeste",2013-04-01,"APS","Enfermeiro",90128,563.3
"878","macrorregião Centro-Oeste",2013-04-01,"APS","Médico",105940,662.125
"879","macrorregião Centro-Oeste",2013-04-01,"Atenção Secundária","Enfermeiro",2008,12.55
"880","macrorregião Centro-Oeste",2013-04-01,"Atenção Secundária","Médico",34144,213.4
"881","macrorregião Centro-Oeste",2013-05-01,"APS","Enfermeiro",90808,567.55
"882","macrorregião Centro-Oeste",2013-05-01,"APS","Médico",106208,663.8
"883","macrorregião Centro-Oeste",2013-05-01,"Atenção Secundária","Enfermeiro",1932,12.075
"884","macrorregião Centro-Oeste",2013-05-01,"Atenção Secundária","Médico",34324,214.525
"885","macrorregião Centro-Oeste",2013-06-01,"APS","Enfermeiro",91528,572.05
"886","macrorregião Centro-Oeste",2013-06-01,"APS","Médico",107616,672.6
"887","macrorregião Centro-Oeste",2013-06-01,"Atenção Secundária","Enfermeiro",1932,12.075
"888","macrorregião Centro-Oeste",2013-06-01,"Atenção Secundária","Médico",35052,219.075
"889","macrorregião Centro-Oeste",2013-07-01,"APS","Enfermeiro",91368,571.05
"890","macrorregião Centro-Oeste",2013-07-01,"APS","Médico",106940,668.375
"891","macrorregião Centro-Oeste",2013-07-01,"Atenção Secundária","Enfermeiro",1972,12.325
"892","macrorregião Centro-Oeste",2013-07-01,"Atenção Secundária","Médico",35480,221.75
"893","macrorregião Centro-Oeste",2013-08-01,"APS","Enfermeiro",89648,560.3
"894","macrorregião Centro-Oeste",2013-08-01,"APS","Médico",107288,670.55
"895","macrorregião Centro-Oeste",2013-08-01,"Atenção Secundária","Enfermeiro",1972,12.325
"896","macrorregião Centro-Oeste",2013-08-01,"Atenção Secundária","Médico",34532,215.825
"897","macrorregião Centro-Oeste",2013-09-01,"APS","Enfermeiro",89368,558.55
"898","macrorregião Centro-Oeste",2013-09-01,"APS","Médico",109760,686
"899","macrorregião Centro-Oeste",2013-09-01,"Atenção Secundária","Enfermeiro",1972,12.325
"900","macrorregião Centro-Oeste",2013-09-01,"Atenção Secundária","Médico",34036,212.725
"901","macrorregião Centro-Oeste",2013-10-01,"APS","Enfermeiro",90352,564.7
"902","macrorregião Centro-Oeste",2013-10-01,"APS","Médico",110272,689.2
"903","macrorregião Centro-Oeste",2013-10-01,"Atenção Secundária","Enfermeiro",2212,13.825
"904","macrorregião Centro-Oeste",2013-10-01,"Atenção Secundária","Médico",34764,217.275
"905","macrorregião Centro-Oeste",2013-11-01,"APS","Enfermeiro",90244,564.025
"906","macrorregião Centro-Oeste",2013-11-01,"APS","Médico",109304,683.15
"907","macrorregião Centro-Oeste",2013-11-01,"Atenção Secundária","Enfermeiro",2212,13.825
"908","macrorregião Centro-Oeste",2013-11-01,"Atenção Secundária","Médico",35312,220.7
"909","macrorregião Centro-Oeste",2013-12-01,"APS","Enfermeiro",90364,564.775
"910","macrorregião Centro-Oeste",2013-12-01,"APS","Médico",108976,681.1
"911","macrorregião Centro-Oeste",2013-12-01,"Atenção Secundária","Enfermeiro",2212,13.825
"912","macrorregião Centro-Oeste",2013-12-01,"Atenção Secundária","Médico",35580,222.375
"913","macrorregião Centro-Oeste",2014-01-01,"APS","Enfermeiro",90324,564.525
"914","macrorregião Centro-Oeste",2014-01-01,"APS","Médico",107424,671.4
"915","macrorregião Centro-Oeste",2014-01-01,"Atenção Secundária","Enfermeiro",2500,15.625
"916","macrorregião Centro-Oeste",2014-01-01,"Atenção Secundária","Médico",35452,221.575
"917","macrorregião Centro-Oeste",2014-02-01,"APS","Enfermeiro",92244,576.525
"918","macrorregião Centro-Oeste",2014-02-01,"APS","Médico",109152,682.2
"919","macrorregião Centro-Oeste",2014-02-01,"Atenção Secundária","Enfermeiro",2500,15.625
"920","macrorregião Centro-Oeste",2014-02-01,"Atenção Secundária","Médico",35612,222.575
"921","macrorregião Centro-Oeste",2014-03-01,"APS","Enfermeiro",92392,577.45
"922","macrorregião Centro-Oeste",2014-03-01,"APS","Médico",109252,682.825
"923","macrorregião Centro-Oeste",2014-03-01,"Atenção Secundária","Enfermeiro",2644,16.525
"924","macrorregião Centro-Oeste",2014-03-01,"Atenção Secundária","Médico",34944,218.4
"925","macrorregião Centro-Oeste",2014-04-01,"APS","Enfermeiro",93392,583.7
"926","macrorregião Centro-Oeste",2014-04-01,"APS","Médico",109576,684.85
"927","macrorregião Centro-Oeste",2014-04-01,"Atenção Secundária","Enfermeiro",2644,16.525
"928","macrorregião Centro-Oeste",2014-04-01,"Atenção Secundária","Médico",35216,220.1
"929","macrorregião Centro-Oeste",2014-05-01,"APS","Enfermeiro",94672,591.7
"930","macrorregião Centro-Oeste",2014-05-01,"APS","Médico",112712,704.45
"931","macrorregião Centro-Oeste",2014-05-01,"Atenção Secundária","Enfermeiro",2644,16.525
"932","macrorregião Centro-Oeste",2014-05-01,"Atenção Secundária","Médico",35360,221
"933","macrorregião Centro-Oeste",2014-06-01,"APS","Enfermeiro",95712,598.2
"934","macrorregião Centro-Oeste",2014-06-01,"APS","Médico",114000,712.5
"935","macrorregião Centro-Oeste",2014-06-01,"Atenção Secundária","Enfermeiro",2764,17.275
"936","macrorregião Centro-Oeste",2014-06-01,"Atenção Secundária","Médico",35352,220.95
"937","macrorregião Centro-Oeste",2014-07-01,"APS","Enfermeiro",96752,604.7
"938","macrorregião Centro-Oeste",2014-07-01,"APS","Médico",114188,713.675
"939","macrorregião Centro-Oeste",2014-07-01,"Atenção Secundária","Enfermeiro",2764,17.275
"940","macrorregião Centro-Oeste",2014-07-01,"Atenção Secundária","Médico",35548,222.175
"941","macrorregião Centro-Oeste",2014-08-01,"APS","Enfermeiro",96472,602.95
"942","macrorregião Centro-Oeste",2014-08-01,"APS","Médico",114176,713.6
"943","macrorregião Centro-Oeste",2014-08-01,"Atenção Secundária","Enfermeiro",2764,17.275
"944","macrorregião Centro-Oeste",2014-08-01,"Atenção Secundária","Médico",35396,221.225
"945","macrorregião Centro-Oeste",2014-09-01,"APS","Enfermeiro",95312,595.7
"946","macrorregião Centro-Oeste",2014-09-01,"APS","Médico",113264,707.9
"947","macrorregião Centro-Oeste",2014-09-01,"Atenção Secundária","Enfermeiro",2644,16.525
"948","macrorregião Centro-Oeste",2014-09-01,"Atenção Secundária","Médico",35268,220.425
"949","macrorregião Centro-Oeste",2014-10-01,"APS","Enfermeiro",93672,585.45
"950","macrorregião Centro-Oeste",2014-10-01,"APS","Médico",112136,700.85
"951","macrorregião Centro-Oeste",2014-10-01,"Atenção Secundária","Enfermeiro",2604,16.275
"952","macrorregião Centro-Oeste",2014-10-01,"Atenção Secundária","Médico",35524,222.025
"953","macrorregião Centro-Oeste",2014-11-01,"APS","Enfermeiro",93632,585.2
"954","macrorregião Centro-Oeste",2014-11-01,"APS","Médico",111448,696.55
"955","macrorregião Centro-Oeste",2014-11-01,"Atenção Secundária","Enfermeiro",2748,17.175
"956","macrorregião Centro-Oeste",2014-11-01,"Atenção Secundária","Médico",36036,225.225
"957","macrorregião Centro-Oeste",2014-12-01,"APS","Enfermeiro",94552,590.95
"958","macrorregião Centro-Oeste",2014-12-01,"APS","Médico",111716,698.225
"959","macrorregião Centro-Oeste",2014-12-01,"Atenção Secundária","Enfermeiro",2748,17.175
"960","macrorregião Centro-Oeste",2014-12-01,"Atenção Secundária","Médico",36228,226.425
"961","macrorregião Centro-Oeste",2015-01-01,"APS","Enfermeiro",94712,591.95
"962","macrorregião Centro-Oeste",2015-01-01,"APS","Médico",110868,692.925
"963","macrorregião Centro-Oeste",2015-01-01,"Atenção Secundária","Enfermeiro",2748,17.175
"964","macrorregião Centro-Oeste",2015-01-01,"Atenção Secundária","Médico",35348,220.925
"965","macrorregião Centro-Oeste",2015-02-01,"APS","Enfermeiro",94464,590.4
"966","macrorregião Centro-Oeste",2015-02-01,"APS","Médico",110920,693.25
"967","macrorregião Centro-Oeste",2015-02-01,"Atenção Secundária","Enfermeiro",3180,19.875
"968","macrorregião Centro-Oeste",2015-02-01,"Atenção Secundária","Médico",35060,219.125
"969","macrorregião Centro-Oeste",2015-03-01,"APS","Enfermeiro",92636,578.975
"970","macrorregião Centro-Oeste",2015-03-01,"APS","Médico",111064,694.15
"971","macrorregião Centro-Oeste",2015-03-01,"Atenção Secundária","Enfermeiro",3180,19.875
"972","macrorregião Centro-Oeste",2015-03-01,"Atenção Secundária","Médico",35252,220.325
"973","macrorregião Centro-Oeste",2015-04-01,"APS","Enfermeiro",93456,584.1
"974","macrorregião Centro-Oeste",2015-04-01,"APS","Médico",110632,691.45
"975","macrorregião Centro-Oeste",2015-04-01,"Atenção Secundária","Enfermeiro",2860,17.875
"976","macrorregião Centro-Oeste",2015-04-01,"Atenção Secundária","Médico",35380,221.125
"977","macrorregião Centro-Oeste",2015-05-01,"APS","Enfermeiro",92736,579.6
"978","macrorregião Centro-Oeste",2015-05-01,"APS","Médico",107748,673.425
"979","macrorregião Centro-Oeste",2015-05-01,"Atenção Secundária","Enfermeiro",2860,17.875
"980","macrorregião Centro-Oeste",2015-05-01,"Atenção Secundária","Médico",35664,222.9
"981","macrorregião Centro-Oeste",2015-06-01,"APS","Enfermeiro",92560,578.5
"982","macrorregião Centro-Oeste",2015-06-01,"APS","Médico",107708,673.175
"983","macrorregião Centro-Oeste",2015-06-01,"Atenção Secundária","Enfermeiro",3292,20.575
"984","macrorregião Centro-Oeste",2015-06-01,"Atenção Secundária","Médico",35760,223.5
"985","macrorregião Centro-Oeste",2015-07-01,"APS","Enfermeiro",91312,570.7
"986","macrorregião Centro-Oeste",2015-07-01,"APS","Médico",104852,655.325
"987","macrorregião Centro-Oeste",2015-07-01,"Atenção Secundária","Enfermeiro",3292,20.575
"988","macrorregião Centro-Oeste",2015-07-01,"Atenção Secundária","Médico",35440,221.5
"989","macrorregião Centro-Oeste",2015-08-01,"APS","Enfermeiro",91472,571.7
"990","macrorregião Centro-Oeste",2015-08-01,"APS","Médico",102352,639.7
"991","macrorregião Centro-Oeste",2015-08-01,"Atenção Secundária","Enfermeiro",3468,21.675
"992","macrorregião Centro-Oeste",2015-08-01,"Atenção Secundária","Médico",35372,221.075
"993","macrorregião Centro-Oeste",2015-09-01,"APS","Enfermeiro",91800,573.75
"994","macrorregião Centro-Oeste",2015-09-01,"APS","Médico",102136,638.35
"995","macrorregião Centro-Oeste",2015-09-01,"Atenção Secundária","Enfermeiro",3468,21.675
"996","macrorregião Centro-Oeste",2015-09-01,"Atenção Secundária","Médico",34768,217.3
"997","macrorregião Centro-Oeste",2015-10-01,"APS","Enfermeiro",91944,574.65
"998","macrorregião Centro-Oeste",2015-10-01,"APS","Médico",102332,639.575
"999","macrorregião Centro-Oeste",2015-10-01,"Atenção Secundária","Enfermeiro",3468,21.675
"1000","macrorregião Centro-Oeste",2015-10-01,"Atenção Secundária","Médico",33300,208.125
"1001","macrorregião Centro-Oeste",2015-11-01,"APS","Enfermeiro",91464,571.65
"1002","macrorregião Centro-Oeste",2015-11-01,"APS","Médico",102396,639.975
"1003","macrorregião Centro-Oeste",2015-11-01,"Atenção Secundária","Enfermeiro",3468,21.675
"1004","macrorregião Centro-Oeste",2015-11-01,"Atenção Secundária","Médico",33136,207.1
"1005","macrorregião Centro-Oeste",2015-12-01,"APS","Enfermeiro",92264,576.65
"1006","macrorregião Centro-Oeste",2015-12-01,"APS","Médico",103148,644.675
"1007","macrorregião Centro-Oeste",2015-12-01,"Atenção Secundária","Enfermeiro",3468,21.675
"1008","macrorregião Centro-Oeste",2015-12-01,"Atenção Secundária","Médico",33552,209.7
"1009","macrorregião Centro-Oeste",2016-01-01,"APS","Enfermeiro",92896,580.6
"1010","macrorregião Centro-Oeste",2016-01-01,"APS","Médico",103140,644.625
"1011","macrorregião Centro-Oeste",2016-01-01,"Atenção Secundária","Enfermeiro",3756,23.475
"1012","macrorregião Centro-Oeste",2016-01-01,"Atenção Secundária","Médico",33492,209.325
"1013","macrorregião Centro-Oeste",2016-02-01,"APS","Enfermeiro",93440,584
"1014","macrorregião Centro-Oeste",2016-02-01,"APS","Médico",103500,646.875
"1015","macrorregião Centro-Oeste",2016-02-01,"Atenção Secundária","Enfermeiro",3756,23.475
"1016","macrorregião Centro-Oeste",2016-02-01,"Atenção Secundária","Médico",33268,207.925
"1017","macrorregião Centro-Oeste",2016-03-01,"APS","Enfermeiro",93840,586.5
"1018","macrorregião Centro-Oeste",2016-03-01,"APS","Médico",103668,647.925
"1019","macrorregião Centro-Oeste",2016-03-01,"Atenção Secundária","Enfermeiro",4188,26.175
"1020","macrorregião Centro-Oeste",2016-03-01,"Atenção Secundária","Médico",33308,208.175
"1021","macrorregião Centro-Oeste",2016-04-01,"APS","Enfermeiro",94280,589.25
