ano,mes,tipo_unidade,nivel_atencao,cbo,categoria,especialidade,FTE,quantidade
2019,08,HOSPITAL/DIA - ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,86,5
2019,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225110,Médico,Médico alergista e imunologista,20,1
2019,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225140,Médico,Médico do trabalho,80,4
2020,04,POSTO DE SAUDE,APS,225124,Médico,Médico pediatra,171,14
2020,08,POSTO DE SAUDE,APS,225125,Médico,Médico clínico,1785,86
2020,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225142,Médico,Médico da estratégia de saúde da família,65086,1653
2020,08,CENTRAL DE REGULACAO DO ACESSO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,100,6
2020,08,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,223505,Enfermeiro,Enfermeiro,410,11
2007,09,POSTO DE SAUDE,APS,223132,Médico,,163,17
2007,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223555,Enfermeiro,Enfermeiro puericultor e pediátrico,30,1
2007,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223138,Médico,,237,15
2007,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223555,Enfermeiro,Enfermeiro puericultor e pediátrico,30,1
2008,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,2235C2,Enfermeiro,,2235,69
2008,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,223120,Médico,,19,3
2009,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223102,Médico,,70,4
2009,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231A2,Médico,,45,7
2009,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,223118,Médico,,212,14
2009,10,POSTO DE SAUDE,APS,223132,Médico,,210,21
2009,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231F8,Médico,,20,2
2011,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223149,Médico,,5516,325
2011,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223110,Médico,,633,47
2011,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223135,Médico,,60,2
2013,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225250,Médico,Médico ginecologista e obstetra,2636,168
2013,09,UNIDADE MISTA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,62,5
2013,09,HOSPITAL/DIA - ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,20,1
2014,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225203,Médico,Médico em cirurgia vascular,20,1
2014,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225140,Médico,Médico do trabalho,161,11
2015,02,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,44,2
2016,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225285,Médico,Médico urologista,137,10
2016,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225165,Médico,Médico gastroenterologista,8,1
2017,07,CENTRAL DE REGULACAO DO ACESSO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,102,6
2018,03,CENTRAL DE REGULACAO MEDICA DAS URGENCIAS,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,40,2
2019,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225320,Médico,Médico em radiologia e diagnóstico por imagem,214,18
2019,05,CENTRAL DE GESTAO EM SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,90,4
2019,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225180,Médico,Médico geriatra,27,2
2019,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225142,Médico,Médico da estratégia de saúde da família,61854,1557
2020,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225154,Médico,Médico antroposófico,12,1
2009,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223109,Médico,,28,2
2010,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223112,Médico,,10,1
2010,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223105,Médico,,86,6
2011,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,223132,Médico,,3530,204
2011,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,223505,Enfermeiro,Enfermeiro,10447,366
2011,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,223560,Enfermeiro,Enfermeiro sanitarista,206,7
2013,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225250,Médico,Médico ginecologista e obstetra,2571,156
2013,01,PRONTO SOCORRO GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,243,16
2013,11,POSTO DE SAUDE,APS,225142,Médico,Médico da estratégia de saúde da família,3280,82
2013,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231F8,Médico,,20,2
2015,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225285,Médico,Médico urologista,231,18
2015,01,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,44,2
2015,05,CENTRAL DE REGULACAO DE SERVICOS DE SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,116,3
2016,04,POLICLINICA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,1421,88
2018,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225133,Médico,Médico psiquiatra,628,37
2018,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225127,Médico,Médico pneumologista,70,4
2018,12,POSTO DE SAUDE,APS,225250,Médico,Médico ginecologista e obstetra,65,10
2020,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225124,Médico,Médico pediatra,2297,148
2020,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225135,Médico,Médico dermatologista,279,17
2020,05,POSTO DE SAUDE,APS,225285,Médico,Médico urologista,10,1
2020,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225112,Médico,Médico neurologista,92,9
2020,06,CENTRAL DE GESTAO EM SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,90,5
2020,09,PRONTO ATENDIMENTO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,2,1
2021,03,PRONTO ATENDIMENTO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,24,2
2021,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225120,Médico,Médico cardiologista,662,44
2021,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225165,Médico,Médico gastroenterologista,2,1
2021,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225151,Médico,Médico anestesiologista,2,1
2022,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225325,Médico,Médico patologista,2,2
2022,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225115,Médico,Médico angiologista,39,5
2022,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225185,Médico,Médico hematologista,4,1
2008,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223132,Médico,,3949,225
2008,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223560,Enfermeiro,Enfermeiro sanitarista,730,4
2008,03,POSTO DE SAUDE,APS,223156,Médico,,60,3
2008,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231A2,Médico,,116,11
2008,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,223102,Médico,,60,3
2009,06,POSTO DE SAUDE,APS,223132,Médico,,200,21
2009,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,223151,Médico,,165,10
2009,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,223122,Médico,,20,1
2009,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,223115,Médico,,13895,780
2009,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,223109,Médico,,28,2
2010,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,2235C1,Enfermeiro,,47059,1178
2010,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223146,Médico,,529,31
2010,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,223128,Médico,,173,13
2010,09,POSTO DE SAUDE,APS,223505,Enfermeiro,Enfermeiro,616,39
2010,09,POSTO DE SAUDE,APS,2231A2,Médico,,20,1
2011,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225133,Médico,Médico psiquiatra,522,27
2011,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,223530,Enfermeiro,Enfermeiro do trabalho,52,2
2012,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225265,Médico,Médico oftalmologista,147,12
2012,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225136,Médico,Médico reumatologista,25,2
2012,06,POSTO DE SAUDE,APS,225320,Médico,Médico em radiologia e diagnóstico por imagem,12,1
2012,12,POSTO DE SAUDE,APS,225250,Médico,Médico ginecologista e obstetra,130,15
2013,12,CENTRAL DE REGULACAO DE SERVICOS DE SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,72,3
2013,12,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,44,2
2013,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225170,Médico,Médico generalista,114,5
2014,12,UNIDADE DE ATENCAO A SAUDE INDIGENA,APS,223505,Enfermeiro,Enfermeiro,40,2
2014,12,POSTO DE SAUDE,APS,225120,Médico,Médico cardiologista,22,3
2015,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225130,Médico,Médico de família e comunidade,3322,84
2015,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225115,Médico,Médico angiologista,20,1
2016,01,POSTO DE SAUDE,APS,223565,Enfermeiro,Enfermeiro da estratégia de saúde da família,3714,93
2016,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225155,Médico,Médico endocrinologista e metabologista,104,8
2016,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225148,Médico,Médico anatomopatologista,2,2
2016,01,HOSPITAL/DIA - ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,20,1
2016,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225320,Médico,Médico em radiologia e diagnóstico por imagem,194,19
2016,10,UNIDADE DE ATENCAO A SAUDE INDIGENA,APS,225125,Médico,Médico clínico,40,2
2016,10,UNIDADE MOVEL TERRESTRE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,40,1
2017,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225125,Médico,Médico clínico,9211,455
2018,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,223560,Enfermeiro,Enfermeiro sanitarista,80,2
2018,05,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,225130,Médico,Médico de família e comunidade,40,1
2018,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225135,Médico,Médico dermatologista,282,20
2018,10,POLICLINICA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,1251,74
2018,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225225,Médico,Médico cirurgião geral,181,16
2019,04,POSTO DE SAUDE,APS,223565,Enfermeiro,Enfermeiro da estratégia de saúde da família,2960,74
2019,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225155,Médico,Médico endocrinologista e metabologista,35,4
2019,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225154,Médico,Médico antroposófico,12,1
2019,07,CENTRAL DE REGULACAO DE SERVICOS DE SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,30,1
2019,09,POSTO DE SAUDE,APS,225125,Médico,Médico clínico,1421,70
2021,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225180,Médico,Médico geriatra,78,6
2008,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,223138,Médico,,232,15
2008,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223102,Médico,,60,3
2009,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,223116,Médico,,46402,1163
2009,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223101,Médico,,11,2
2010,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223104,Médico,,21,2
2011,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223138,Médico,,187,12
2011,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223151,Médico,,231,14
2012,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225142,Médico,Médico da estratégia de saúde da família,49403,1240
2012,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231F8,Médico,,20,2
2014,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225148,Médico,Médico anatomopatologista,4,1
2014,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225140,Médico,Médico do trabalho,161,11
2015,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225136,Médico,Médico reumatologista,5,1
2016,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225133,Médico,Médico psiquiatra,373,23
2016,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225136,Médico,Médico reumatologista,5,1
2016,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225103,Médico,Médico infectologista,89,6
2016,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225255,Médico,Médico mastologista,7,1
2017,06,POSTO DE SAUDE,APS,225125,Médico,Médico clínico,905,54
2017,12,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,283,18
2017,12,PRONTO SOCORRO GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,175,9
2018,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225320,Médico,Médico em radiologia e diagnóstico por imagem,228,18
2018,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225255,Médico,Médico mastologista,23,3
2018,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,223505,Enfermeiro,Enfermeiro,14972,491
2020,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225115,Médico,Médico angiologista,7,2
2021,01,POSTO DE SAUDE,APS,225250,Médico,Médico ginecologista e obstetra,170,10
2021,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225105,Médico,Médico acupunturista,22,2
2021,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,223505,Enfermeiro,Enfermeiro,23991,750
2021,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225265,Médico,Médico oftalmologista,68,6
2021,08,HOSPITAL ESPECIALIZADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,5430,298
2008,04,POSTO DE SAUDE,APS,2235C1,Enfermeiro,,2720,68
2008,04,POSTO DE SAUDE,APS,223149,Médico,,210,18
2009,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223139,Médico,,47,4
2009,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223530,Enfermeiro,Enfermeiro do trabalho,38,2
2009,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223148,Médico,,10,1
2009,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,223545,Enfermeiro,Enfermeiro obstétrico,304,10
2010,02,POSTO DE SAUDE,APS,2235C1,Enfermeiro,,4256,107
2010,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,223131,Médico,,55,4
2010,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,223124,Médico,,372,28
2010,04,POSTO DE SAUDE,APS,2235C2,Enfermeiro,,170,12
2010,11,POSTO DE SAUDE,APS,223149,Médico,,177,15
2010,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223109,Médico,,32,2
2011,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,223560,Enfermeiro,Enfermeiro sanitarista,156,5
2012,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225310,Médico,Médico em endoscopia,4,1
2012,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225140,Médico,Médico do trabalho,182,11
2013,02,CONSULTORIO ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,68,8
2013,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225133,Médico,Médico psiquiatra,353,19
2014,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225120,Médico,Médico cardiologista,633,58
2014,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225225,Médico,Médico cirurgião geral,366,30
2014,05,PRONTO ATENDIMENTO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,44,3
2015,06,HOSPITAL GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,9170,760
2015,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225230,Médico,Médico cirurgião pediátrico,20,1
2015,09,POSTO DE SAUDE,APS,225275,Médico,Médico otorrinolaringologista,5,1
2016,02,UNIDADE MISTA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,126,9
2018,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225142,Médico,Médico da estratégia de saúde da família,61804,1560
2019,01,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,265,18
2019,10,CENTRAL DE REGULACAO DO ACESSO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,100,6
2019,10,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,225270,Médico,Médico ortopedista e traumatologista,15,1
2020,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225120,Médico,Médico cardiologista,570,41
2020,10,UNIDADE DE ATENCAO A SAUDE INDIGENA,APS,225125,Médico,Médico clínico,60,2
2021,02,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,225133,Médico,Médico psiquiatra,20,1
2021,02,POSTO DE SAUDE,APS,225285,Médico,Médico urologista,20,1
2021,09,POSTO DE SAUDE,APS,225125,Médico,Médico clínico,1776,76
2007,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,223117,Médico,,260,17
2008,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,223555,Enfermeiro,Enfermeiro puericultor e pediátrico,30,1
2008,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,223156,Médico,,120,3
2009,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,223156,Médico,,120,3
2009,02,POSTO DE SAUDE,APS,223117,Médico,,12,1
2010,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,2235C2,Enfermeiro,,1837,60
2011,02,POSTO DE SAUDE,APS,223505,Enfermeiro,Enfermeiro,623,41
2011,12,POSTO DE SAUDE,APS,225250,Médico,Médico ginecologista e obstetra,158,20
2011,12,POSTO DE SAUDE,APS,225225,Médico,Médico cirurgião geral,10,1
2012,01,POLICLINICA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,750,47
2012,11,CENTRAL DE REGULACAO DE SERVICOS DE SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,87,4
2012,11,HOSPITAL/DIA - ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,20,1
2013,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,223565,Enfermeiro,Enfermeiro da estratégia de saúde da família,54127,1354
2013,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225155,Médico,Médico endocrinologista e metabologista,84,6
2013,06,HOSPITAL GERAL,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,9277,757
2013,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225265,Médico,Médico oftalmologista,134,11
2013,06,HOSPITAL ESPECIALIZADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,3207,187
2013,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225103,Médico,Médico infectologista,64,3
2013,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231A2,Médico,,4,1
2014,06,UNIDADE MISTA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,42,3
2014,06,POSTO DE SAUDE,APS,225225,Médico,Médico cirurgião geral,10,1
2014,08,POSTO DE SAUDE,APS,225250,Médico,Médico ginecologista e obstetra,140,17
2014,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225280,Médico,Médico coloproctologista,20,3
2014,11,POSTO DE SAUDE,APS,2231F9,Médico,,64,2
2015,07,POSTO DE SAUDE,APS,225255,Médico,Médico mastologista,4,1
2016,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225120,Médico,Médico cardiologista,522,36
2016,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,225109,Médico,Médico nefrologista,20,1
2017,01,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,327,21
2017,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225112,Médico,Médico neurologista,154,15
2017,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225305,Médico,Médico citopatologista,10,1
2017,11,POSTO DE SAUDE,APS,223505,Enfermeiro,Enfermeiro,1332,57
2019,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225320,Médico,Médico em radiologia e diagnóstico por imagem,202,15
2019,02,POSTO DE SAUDE,APS,225250,Médico,Médico ginecologista e obstetra,69,11
2019,02,POSTO DE SAUDE,APS,225124,Médico,Médico pediatra,125,12
2019,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,225151,Médico,Médico anestesiologista,12,1
2019,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,223565,Enfermeiro,Enfermeiro da estratégia de saúde da família,63827,1603
2019,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225125,Médico,Médico clínico,8209,401
2019,12,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,261,19
2019,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225155,Médico,Médico endocrinologista e metabologista,33,4
2020,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225136,Médico,Médico reumatologista,9,2
2020,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225255,Médico,Médico mastologista,10,1
2020,08,POSTO DE SAUDE,APS,225142,Médico,Médico da estratégia de saúde da família,3740,98
2021,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225127,Médico,Médico pneumologista,52,5
2007,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,2235C1,Enfermeiro,,41779,1045
2007,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223505,Enfermeiro,Enfermeiro,4651,174
2007,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,223131,Médico,,15,2
2009,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,223560,Enfermeiro,Enfermeiro sanitarista,882,8
2009,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,223125,Médico,,148,9
2009,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,223131,Médico,,55,4
2009,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,223110,Médico,,510,38
2009,10,POSTO DE SAUDE,APS,223106,Médico,,50,4
2010,06,CENTRO DE SAUDE/UNIDADE BASICA,APS,223122,Médico,,44,2
2011,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,223153,Médico,,544,29
2011,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,223131,Médico,,16,3
2013,09,CENTRO DE SAUDE/UNIDADE BASICA,APS,225127,Médico,Médico pneumologista,36,3
2014,04,POSTO DE SAUDE,APS,2231F9,Médico,,64,2
2014,07,POSTO DE SAUDE,APS,225124,Médico,Médico pediatra,151,13
2014,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,223550,Enfermeiro,Enfermeiro psiquiátrico,60,2
2014,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225133,Médico,Médico psiquiatra,301,21
2014,10,CENTRO DE SAUDE/UNIDADE BASICA,APS,225160,Médico,Médico fisiatra,36,3
2015,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225225,Médico,Médico cirurgião geral,292,21
2015,08,CENTRAL DE REGULACAO DO ACESSO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,82,5
2016,12,HOSPITAL/DIA - ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,46,3
2016,12,CENTRO DE SAUDE/UNIDADE BASICA,APS,225225,Médico,Médico cirurgião geral,147,15
2017,02,HOSPITAL ESPECIALIZADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,4514,254
2017,02,CENTRO DE SAUDE/UNIDADE BASICA,APS,223560,Enfermeiro,Enfermeiro sanitarista,40,1
2017,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,223505,Enfermeiro,Enfermeiro,13761,439
2017,07,CONSULTORIO ISOLADO,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,152,9
2017,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225285,Médico,Médico urologista,175,15
2017,07,UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,20,1
2017,07,CENTRO DE SAUDE/UNIDADE BASICA,APS,225170,Médico,Médico generalista,36,2
2018,03,CENTRAL DE GESTAO EM SAUDE,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,60,3
2019,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225124,Médico,Médico pediatra,2424,151
2019,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225285,Médico,Médico urologista,114,11
2019,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225225,Médico,Médico cirurgião geral,213,14
2020,11,POLICLINICA,Atenção Secundária,225250,Médico,Médico ginecologista e obstetra,1509,99
2020,11,POSTO DE SAUDE,APS,2231F9,Médico,,40,1
2021,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,223505,Enfermeiro,Enfermeiro,27460,828
2021,04,CENTRO DE SAUDE/UNIDADE BASICA,APS,225110,Médico,Médico alergista e imunologista,10,1
2010,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223115,Médico,,15329,843
2010,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223104,Médico,,20,1
2010,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,223134,Médico,,130,4
2012,03,POSTO DE SAUDE,APS,225142,Médico,Médico da estratégia de saúde da família,3320,83
2012,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225124,Médico,Médico pediatra,2943,168
2013,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,225103,Médico,Médico infectologista,44,2
2013,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,225150,Médico,Médico em medicina intensiva,8,1
2013,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,225140,Médico,Médico do trabalho,151,9
2013,11,CENTRO DE SAUDE/UNIDADE BASICA,APS,223560,Enfermeiro,Enfermeiro sanitarista,120,3
2015,01,CENTRO DE SAUDE/UNIDADE BASICA,APS,2231F8,Médico,,20,2
2015,05,CENTRO DE SAUDE/UNIDADE BASICA,APS,225124,Médico,Médico pediatra,2820,174
2015,05,UNIDADE DE ATENCAO A SAUDE INDIGENA,APS,225125,Médico,Médico clínico,40,2
2016,03,CENTRO DE SAUDE/UNIDADE BASICA,APS,223565,Enfermeiro,Enfermeiro da estratégia de saúde da família,56510,1417
2016,03,UNIDADE DE ATENCAO A SAUDE INDIGENA,APS,225125,Médico,Médico clínico,40,2
2016,08,CENTRO DE SAUDE/UNIDADE BASICA,APS,225285,Médico,Médico urologista,162,11
2016,08,CENTRO DE APOIO A SAUDE DA FAMILIA,APS,225112,Médico,Médico neurologista,4,1
